Job ID,Agency,num_positions,Full/Part,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Posting Date,title,category,lon,lat
269306,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),63074,91347,Annual,96-05 Horace Harding Expway,Electrical Engineering - IFA,10/26/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
269306,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),63074,91347,Annual,96-05 Horace Harding Expway,Electrical Engineering - IFA,10/26/2016,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
269885,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52000,52000,Annual,59-17 Junction Blvd Corona Ny,Sys Operations-Bx Mgmt Eng,11/16/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
269885,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),52000,52000,Annual,59-17 Junction Blvd Corona Ny,Sys Operations-Bx Mgmt Eng,11/16/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
269889,POLICE DEPARTMENT,1,F,Manager,60435,161497,Annual,150-14 Jamaica Ave,Forensic Invest Div/Civ & Cade,11/29/2016,Assistant,Public Safety,-73.8056742,40.7041696
269889,POLICE DEPARTMENT,1,F,Manager,60435,161497,Annual,150-14 Jamaica Ave,Forensic Invest Div/Civ & Cade,11/29/2016,Assistant,Public Safety,-73.8056742,40.7041696
271954,DEPT OF ENVIRONMENT PROTECTION,1,P,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,Office of Agency Chief Engnr,11/16/2016,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
271954,DEPT OF ENVIRONMENT PROTECTION,1,P,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,Office of Agency Chief Engnr,11/16/2016,Manager,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
271956,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),105000,105000,Annual,59-17 Junction Blvd Corona Ny,JOCS- IFA,11/16/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
271956,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),105000,105000,Annual,59-17 Junction Blvd Corona Ny,JOCS- IFA,11/16/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
272382,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),60673,91795,Annual,96-05 Horace Harding Expway,Environmental Health Safety,11/17/2016,Medical Service,Public Safety,-73.86348939999999,40.7348796
272382,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),60673,91795,Annual,96-05 Horace Harding Expway,Environmental Health Safety,11/17/2016,Medical Service,Public Safety,-73.86348939999999,40.7348796
272406,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),85000,105000,Annual,55 Water St Ny Ny,Ferry Engineering,11/29/2016,Manager,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
272406,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),85000,105000,Annual,55 Water St Ny Ny,Ferry Engineering,11/29/2016,Manager,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
272598,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,66390,97379,Annual,"3701 Jerome Ave, Bx NY 10467",Croton Filtration Plant,11/29/2016,Medical Service,Public Safety,-73.8793824,40.8865832
272598,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,66390,97379,Annual,"3701 Jerome Ave, Bx NY 10467",Croton Filtration Plant,11/29/2016,Medical Service,Public Safety,-73.8793824,40.8865832
272828,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,WSO-Excecutive Support Divisio,11/29/2016,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796
272828,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,WSO-Excecutive Support Divisio,11/29/2016,Manager,"Policy, Research & Analysis",-73.86348939999999,40.7348796
274055,DEPT OF ENVIRONMENT PROTECTION,1,P,Manager,60435,161497,Annual,59-17 Junction Blvd Corona Ny,Sewer Analysis - T/L,12/07/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
274055,DEPT OF ENVIRONMENT PROTECTION,1,P,Manager,60435,161497,Annual,59-17 Junction Blvd Corona Ny,Sewer Analysis - T/L,12/07/2016,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
274845,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,90000,105000,Annual,16 Little Hollow Road,Rondout Neversink Sec Del Up,12/19/2016,Engineer,"Engineering, Architecture, & Planning",-74.5450386,41.8426117
274845,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,90000,105000,Annual,16 Little Hollow Road,Rondout Neversink Sec Del Up,12/19/2016,Engineer,"Engineering, Architecture, & Planning",-74.5450386,41.8426117
276085,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56458,72310,Annual,59-17 Junction Blvd Corona Ny,JOCS- IFA,12/22/2016,Analyst,"Policy, Research & Analysis",-73.8644434,40.7348102
276085,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),56458,72310,Annual,59-17 Junction Blvd Corona Ny,JOCS- IFA,12/22/2016,Analyst,"Policy, Research & Analysis",-73.8644434,40.7348102
276678,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,38197,55870,Annual,"10 Walker Rd, Valhalla NY10595",Catskill/Delaware UV Plant,12/27/2016,Maintainer,Operation & Maintenance,-73.8141354,41.0790113
276678,DEPT OF ENVIRONMENT PROTECTION,2,F,Entry-Level,38197,55870,Annual,"10 Walker Rd, Valhalla NY10595",Catskill/Delaware UV Plant,12/27/2016,Maintainer,Operation & Maintenance,-73.8141354,41.0790113
276736,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),78630,103332,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,01/03/2017,Researcher,Public Safety,-73.8644434,40.7348102
276736,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),78630,103332,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,01/03/2017,Researcher,Public Safety,-73.8644434,40.7348102
276892,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),33875,54879,Annual,55 Water St Ny Ny,Permit Management,01/03/2017,Claim Assoviate,Public Safety,-74.0091879,40.7034619
276892,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),33875,54879,Annual,55 Water St Ny Ny,Permit Management,01/03/2017,Claim Assoviate,Public Safety,-74.0091879,40.7034619
276982,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,Plant Construction,01/03/2017,Manager,	Technology & Data,-73.86348939999999,40.7348796
276982,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),48535,134433,Annual,96-05 Horace Harding Expway,Plant Construction,01/03/2017,Manager,	Technology & Data,-73.86348939999999,40.7348796
277372,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),47974,55170,Annual,96-05 Horace Harding Expway,OGI-BEDC,01/09/2017,Intern,	Technology & Data,-73.86348939999999,40.7348796
277372,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),47974,55170,Annual,96-05 Horace Harding Expway,OGI-BEDC,01/09/2017,Intern,	Technology & Data,-73.86348939999999,40.7348796
277533,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),74990,104182,Annual,96-05 Horace Harding Expway,Water Supply/Design Div (WRD),02/06/2017,Engineer,	Technology & Data,-73.86348939999999,40.7348796
277533,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),74990,104182,Annual,96-05 Horace Harding Expway,Water Supply/Design Div (WRD),02/06/2017,Engineer,	Technology & Data,-73.86348939999999,40.7348796
277599,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Sidewalk/inspection Management,01/06/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
277599,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Sidewalk/inspection Management,01/06/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
277776,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,Annual,96-05 Horace Harding Expway,Structural Section Plants,01/30/2017,Engineer,	Technology & Data,-73.86348939999999,40.7348796
277776,DEPT OF ENVIRONMENT PROTECTION,1,F,Manager,67060,178873,Annual,96-05 Horace Harding Expway,Structural Section Plants,01/30/2017,Engineer,	Technology & Data,-73.86348939999999,40.7348796
278063,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,76288,95077,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,01/12/2017,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
278063,NYC EMPLOYEES RETIREMENT SYS,1,F,Entry-Level,76288,95077,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,01/12/2017,Computer Specialist,	Technology & Data,-73.9882453,40.6934634
278130,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),60000,70000,Annual,96-05 Horace Harding Expway,Water Supply/Field Oper Mgt,01/12/2017,Social Worker,Public Safety,-73.86348939999999,40.7348796
278130,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),60000,70000,Annual,96-05 Horace Harding Expway,Water Supply/Field Oper Mgt,01/12/2017,Social Worker,Public Safety,-73.86348939999999,40.7348796
279709,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),63074,91347,Annual,96-05 Horace Harding Expway,Electrical Engineering - IFA,01/26/2017,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
279709,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),63074,91347,Annual,96-05 Horace Harding Expway,Electrical Engineering - IFA,01/26/2017,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
280180,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,38197,55870,Annual,"182 Joline Ave, Staten Isl",Blue Belt Unit,02/02/2017,Maintainer,Operation & Maintenance,-74.2358613,40.5080364
280180,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,38197,55870,Annual,"182 Joline Ave, Staten Isl",Blue Belt Unit,02/02/2017,Maintainer,Operation & Maintenance,-74.2358613,40.5080364
280574,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,East River & Movable,02/07/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
280574,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,East River & Movable,02/07/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
280589,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Bridges Roadways,02/07/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
280589,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Bridges Roadways,02/07/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
281524,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),63817,95022,Annual,59-17 Junction Blvd Corona Ny,Administration/Payroll Office,02/23/2017,Analyst,Community,-73.8644434,40.7348102
281906,LAW DEPARTMENT,1,F,Experienced (non-manager),33875,54879,Annual,"100 Church St., N.Y.",Family Court: New York,02/15/2017,Claim Assoviate,Community,-74.01011419999999,40.71330040000001
281922,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57944,70353,Annual,59-17 Junction Blvd Corona Ny,ACCO Office,02/23/2017,Legal/Attorney,"Policy, Research & Analysis",-73.8644434,40.7348102
281922,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),57944,70353,Annual,59-17 Junction Blvd Corona Ny,ACCO Office,02/23/2017,Legal/Attorney,"Policy, Research & Analysis",-73.8644434,40.7348102
282206,DEPT OF ENVIRONMENT PROTECTION,1,F,Executive,75338,194395,Annual,96-05 Horace Harding Expway,Water Supply/Mgmt Support,03/02/2017,Engineer,"Policy, Research & Analysis",-73.86348939999999,40.7348796
282206,DEPT OF ENVIRONMENT PROTECTION,1,F,Executive,75338,194395,Annual,96-05 Horace Harding Expway,Water Supply/Mgmt Support,03/02/2017,Engineer,"Policy, Research & Analysis",-73.86348939999999,40.7348796
283075,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),44.82,44.82,Hourly,Queens-SI Floating Staff,Queens/SI Property Mgmt,02/13/2018,Other,Operation & Maintenance,-73.7948516,40.7282239
283075,NYC HOUSING AUTHORITY,1,F,Experienced (non-manager),44.82,44.82,Hourly,Queens-SI Floating Staff,Queens/SI Property Mgmt,02/13/2018,Other,Operation & Maintenance,-73.7948516,40.7282239
283097,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),55000,80000,Annual,253 Broadway New York Ny,LongTerm Planning&Sustainablty,03/08/2017,City Officer,"Policy, Research & Analysis",-74.0075231,40.7134096
283097,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),55000,80000,Annual,253 Broadway New York Ny,LongTerm Planning&Sustainablty,03/08/2017,City Officer,"Policy, Research & Analysis",-74.0075231,40.7134096
283383,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),58786,71502,Annual,"182 Joline Ave, Staten Isl",Blue Belt Unit,03/08/2017,Supervisor,Operation & Maintenance,-74.2358613,40.5080364
283480,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),65731,97873,Annual,55 Water St Ny Ny,Personnel,03/07/2017,Analyst,Community,-74.0091879,40.7034619
284447,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),343,343,Daily,"88-20 Pitkin Ave., Ozone Park",Facilities Management,03/14/2017,Repair Service,Operation & Maintenance,-73.8480654,40.6737486
284447,DEPARTMENT OF TRANSPORTATION,2,F,Experienced (non-manager),343,343,Daily,"88-20 Pitkin Ave., Ozone Park",Facilities Management,03/14/2017,Repair Service,Operation & Maintenance,-73.8480654,40.6737486
284794,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),49990,136023,Annual,55 Water St Ny Ny,Bridge Repair/Flags,03/17/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
284794,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),49990,136023,Annual,55 Water St Ny Ny,Bridge Repair/Flags,03/17/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
284917,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),74990,104182,Annual,55 Water St Ny Ny,Preventive Maintenance,03/17/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
284917,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),74990,104182,Annual,55 Water St Ny Ny,Preventive Maintenance,03/17/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
284936,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55000,64357,Annual,59-17 Junction Blvd Corona Ny,Motor Maintenance,03/21/2017,Inspector,Operation & Maintenance,-73.8644434,40.7348102
284936,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),55000,64357,Annual,59-17 Junction Blvd Corona Ny,Motor Maintenance,03/21/2017,Inspector,Operation & Maintenance,-73.8644434,40.7348102
285120,NYC HOUSING AUTHORITY,1,P,Manager,115000,130000,Annual,Design-Engineering,Design Department,05/24/2017,Engineer,"Engineering, Architecture, & Planning",-95.68028989999999,37.41836139999999
285120,NYC HOUSING AUTHORITY,1,P,Manager,115000,130000,Annual,Design-Engineering,Design Department,05/24/2017,Engineer,"Engineering, Architecture, & Planning",-95.68028989999999,37.41836139999999
285308,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),47692,69493,Annual,96-05 Horace Harding Expway,WSO-Executive/Tech Mgmt Office,03/24/2017,Computer Specialist,	Technology & Data,-73.86348939999999,40.7348796
285308,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),47692,69493,Annual,96-05 Horace Harding Expway,WSO-Executive/Tech Mgmt Office,03/24/2017,Computer Specialist,	Technology & Data,-73.86348939999999,40.7348796
285409,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74990,104182,Annual,96-05 Horace Harding Expway,Structural Engineering - IFA,03/24/2017,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
285409,DEPT OF ENVIRONMENT PROTECTION,1,F,Experienced (non-manager),74990,104182,Annual,96-05 Horace Harding Expway,Structural Engineering - IFA,03/24/2017,Engineer,"Engineering, Architecture, & Planning",-73.86348939999999,40.7348796
285463,POLICE DEPARTMENT,1,F,Manager,60435,161497,Annual,"28-11 Queens Plaza No., L.I.C.",School Safety Div/Civ & Cadet,04/13/2017,Other,Community,-73.9380487,40.7502888
285539,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Engineering Review & Support,04/01/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
285539,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),83887,113725,Annual,55 Water St Ny Ny,Engineering Review & Support,04/01/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
285584,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),74990,104182,Annual,55 Water St Ny Ny,Engineering Review & Support,03/30/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
285584,DEPARTMENT OF TRANSPORTATION,1,F,Experienced (non-manager),74990,104182,Annual,55 Water St Ny Ny,Engineering Review & Support,03/30/2017,Engineer,"Engineering, Architecture, & Planning",-74.0091879,40.7034619
286815,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),94983.12,94983.12,Annual,"65-10 Douglaston Pkwy., Queens",Douglaston Pump Station,04/11/2017,Engineer,Operation & Maintenance,-73.7413491,40.7524397
286815,DEPT OF ENVIRONMENT PROTECTION,5,F,Experienced (non-manager),94983.12,94983.12,Annual,"65-10 Douglaston Pkwy., Queens",Douglaston Pump Station,04/11/2017,Engineer,Operation & Maintenance,-73.7413491,40.7524397
286937,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),50362,78177,Annual,59-17 Junction Blvd Corona Ny,Administration/Procurement,04/18/2017,Social Worker,Finance,-73.8644434,40.7348102
286937,DEPT OF ENVIRONMENT PROTECTION,2,F,Experienced (non-manager),50362,78177,Annual,59-17 Junction Blvd Corona Ny,Administration/Procurement,04/18/2017,Social Worker,Finance,-73.8644434,40.7348102
287169,POLICE DEPARTMENT,1,F,Manager,67060,178873,Annual,"1 Police Plaza, N.Y.",Support Svcs Bureau Civ and Ca,04/21/2017,Manager,Community,-74.0023853,40.71206189999999
287202,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,52000,52000,Annual,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,04/18/2017,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
287202,DEPT OF ENVIRONMENT PROTECTION,4,F,Entry-Level,52000,52000,Annual,59-17 Junction Blvd Corona Ny,Central Brookly City Operation,04/18/2017,Engineer,"Engineering, Architecture, & Planning",-73.8644434,40.7348102
287393,DEPT OF ENVIRONMENT PROTECTION,1,F,Executive,175000,190000,Annual,96-05 Horace Harding Expway,Administration,04/20/2017,Assistant,Operation & Maintenance,-73.86348939999999,40.7348796
